/* DATA DESCRIPTION:
Citation:	Dallmayr, Remi; Freitag, Johannes; Hörhold, Maria; Laepple, Thomas; Wilhelms, Frank (2021): GPR profiles between B31, B32, and B33, terrestrial traverses 1999/2000 ; 2000/2001, Droning-Maud Land [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.935129
Abstract:	Surface Mass Balance between location B31 and B33 (SMB, in kg/m2/yr) corresponding to interval between radar horizons (1-2), between Tambora (1817) and year of measurement (2000/2001). The conversion of IRH traveltime to depth was discribed in Rotschky et al. 2004, and Eisen et al. 2004.
Keyword(s):	accumulation rate in Dronning Maud Land; GPR; terrestrial traverse
Related to:	Dallmayr, Remi; Freitag, Johannes; Laepple, Thomas; Wilhelms, Frank; Jansen, Daniela; Behrens, Melanie K; Hörhold, Maria (2021): Topographic effect creates non-climatic variations in ice-core based temperature records of the last millennium. https://doi.org/10.1002/essoar.10508113.1
	Eisen, Olaf; Rack, Wolfgang; Nixdorf, Uwe; Wilhelms, Frank (2005): Characteristics of accumulation around the EPICA deep-drilling site in Dronning Maud Land, Antarctica. Annals of Glaciology, 41, 41-46, https://doi.org/10.3189/172756405781813276
	Rotschky, Gerit; Eisen, Olaf; Wilhelms, Frank; Nixdorf, Uwe; Oerter, Hans (2004): Spatial distribution of surface mass balance on Amundsenisen plateau, Antarctica, derived from ice-penetrating radar studies. Annals of Glaciology, 39, 265-270, https://doi.org/10.3189/172756404781814618
Project(s):	European Project for Ice Coring in Antarctica (EPICA) (URI: https://en.wikipedia.org/wiki/European_Project_for_Ice_Coring_in_Antarctica)
Funding:	Fifth Framework Programme (FP5), grant/award no. EVK2-CT-2000-00077: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/EVK2-CT-2000-00077)
	Fourth Framework Programme (FP4), grant/award no. ENV4980702: European Project for Ice Coring in Antarctica (URI: https://cordis.europa.eu/project/id/ENV4980702)
Coverage:	MEDIAN LATITUDE: -75.191115 * MEDIAN LONGITUDE: 1.472444 * SOUTH-BOUND LATITUDE: -75.581500 * WEST-BOUND LONGITUDE: -3.430333 * NORTH-BOUND LATITUDE: -74.968500 * EAST-BOUND LONGITUDE: 6.499999
	DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00
Event(s):	ANT-Land_1999 (Transect 1999/2000 (B32 to B33)) * LATITUDE START: -75.002500 * LONGITUDE START: 0.007333 * LATITUDE END: -75.166667 * LONGITUDE END: 6.500000 * DATE/TIME START: 1999-12-01T00:00:00 * DATE/TIME END: 2000-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML5 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
	ANT-Land_2000 (Transect 2000/2001 (B31 to B32)) * LATITUDE START: -75.002326 * LONGITUDE START: 0.007496 * LATITUDE END: -75.581732 * LONGITUDE END: -3.431095 * DATE/TIME START: 2000-12-01T00:00:00 * DATE/TIME END: 2001-01-31T00:00:00 * LOCATION: Antarctica * CAMPAIGN: EPICA_DML6 * BASIS: Kohnen Station (URI: https://doi.org/10.17815/jlsrf-2-152) * METHOD/DEVICE: Multiple investigations (MULT)
Parameter(s):	Event label (Event) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Distance [km] (Distance) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LONGITUDE (Longitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	LATITUDE (Latitude) * GEOCODE * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de)
	Surface mass balance [kg/m**2/a] (SMB) * PI: Dallmayr, Remi (https://orcid.org/0000-0001-6059-0098, remi.dallmayr@awi.de) * COMMENT: corresponding to interval between radar horizons (1-2)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Status:	Curation Level: Enhanced curation (URI: https://wiki.pangaea.de/wiki/Curation_levels)
Size:	31822 data points
*/
Event	Distance [km]	Longitude	Latitude	SMB [kg/m**2/a]
ANT-Land_1999		4.5093322	-75.0767741	64.33
ANT-Land_1999		4.5096868	-75.0768391	64.31
ANT-Land_1999		4.5100413	-75.0769040	64.29
ANT-Land_1999		4.5103958	-75.0769690	64.27
ANT-Land_1999		4.5107503	-75.0770339	64.25
ANT-Land_1999		4.5111049	-75.0770989	64.23
ANT-Land_1999		4.5114594	-75.0771638	64.21
ANT-Land_1999		4.5118139	-75.0772288	64.19
ANT-Land_1999		4.5121685	-75.0772937	64.17
ANT-Land_1999		4.5125230	-75.0773587	64.15
ANT-Land_1999		4.5128775	-75.0774237	64.11
ANT-Land_1999		4.5132320	-75.0774886	64.07
ANT-Land_1999		4.5135866	-75.0775536	64.04
ANT-Land_1999		4.5139411	-75.0776185	64.00
ANT-Land_1999		4.5142956	-75.0776834	63.96
ANT-Land_1999		4.5146502	-75.0777484	63.93
ANT-Land_1999		4.5150047	-75.0778134	63.89
ANT-Land_1999		4.5153592	-75.0778783	63.85
ANT-Land_1999		4.5157137	-75.0779433	63.82
ANT-Land_1999		4.5160683	-75.0780082	63.78
ANT-Land_1999		4.5164228	-75.0780732	63.74
ANT-Land_1999		4.5167773	-75.0781381	63.70
ANT-Land_1999		4.5171319	-75.0782031	63.67
ANT-Land_1999		4.5174864	-75.0782680	63.63
ANT-Land_1999		4.5178409	-75.0783330	63.59
ANT-Land_1999		4.5181954	-75.0783979	63.56
ANT-Land_1999		4.5185500	-75.0784629	63.52
ANT-Land_1999		4.5189045	-75.0785278	63.48
ANT-Land_1999		4.5192590	-75.0785928	63.44
ANT-Land_1999		4.5196136	-75.0786577	63.41
ANT-Land_1999		4.5199681	-75.0787227	63.37
ANT-Land_1999		4.5203226	-75.0787876	63.33
ANT-Land_1999		4.5206771	-75.0788526	63.29
ANT-Land_1999		4.5210317	-75.0789175	63.26
ANT-Land_1999		4.5213862	-75.0789825	63.22
ANT-Land_1999		4.5217407	-75.0790474	63.18
ANT-Land_1999		4.5220953	-75.0791124	63.15
ANT-Land_1999		4.5224498	-75.0791773	63.11
ANT-Land_1999		4.5228043	-75.0792423	63.07
ANT-Land_1999		4.5231588	-75.0793072	63.04
ANT-Land_1999		4.5235134	-75.0793722	63.00
ANT-Land_1999		4.5238679	-75.0794371	62.96
ANT-Land_1999		4.5242224	-75.0795021	62.92
ANT-Land_1999		4.5245770	-75.0795670	62.89
ANT-Land_1999		4.5249315	-75.0796320	62.85
ANT-Land_1999		4.5252860	-75.0796969	62.81
ANT-Land_1999		4.5256405	-75.0797619	62.78
ANT-Land_1999		4.5259951	-75.0798269	62.74
ANT-Land_1999		4.5263496	-75.0798918	62.70
ANT-Land_1999		4.5267041	-75.0799568	62.67
ANT-Land_1999		4.5270587	-75.0800217	62.63
ANT-Land_1999		4.5274132	-75.0800867	62.60
ANT-Land_1999		4.5277677	-75.0801516	62.56
ANT-Land_1999		4.5281222	-75.0802166	62.52
ANT-Land_1999		4.5284768	-75.0802815	62.49
ANT-Land_1999		4.5288313	-75.0803465	62.45
ANT-Land_1999		4.5291858	-75.0804114	62.41
ANT-Land_1999		4.5295404	-75.0804764	62.38
ANT-Land_1999		4.5298949	-75.0805413	62.34
ANT-Land_1999		4.5302494	-75.0806063	62.30
ANT-Land_1999		4.5306039	-75.0806712	62.26
ANT-Land_1999		4.5309585	-75.0807362	62.23
ANT-Land_1999		4.5313130	-75.0808011	62.19
ANT-Land_1999		4.5316675	-75.0808661	62.15
ANT-Land_1999		4.5320221	-75.0809310	62.12
ANT-Land_1999		4.5323766	-75.0809960	62.08
ANT-Land_1999		4.5327311	-75.0810609	62.04
ANT-Land_1999		4.5330856	-75.0811259	62.01
ANT-Land_1999		4.5334402	-75.0811908	61.97
ANT-Land_1999		4.5337947	-75.0812558	61.93
ANT-Land_1999		4.5341492	-75.0813207	61.89
ANT-Land_1999		4.5345038	-75.0813857	61.85
ANT-Land_1999		4.5348583	-75.0814506	61.81
ANT-Land_1999		4.5352128	-75.0815156	61.81
ANT-Land_1999		4.5355673	-75.0815805	61.80
ANT-Land_1999		4.5359219	-75.0816455	61.80
ANT-Land_1999		4.5362764	-75.0817105	61.79
ANT-Land_1999		4.5366309	-75.0817754	61.79
ANT-Land_1999		4.5369855	-75.0818403	61.78
ANT-Land_1999		4.5373400	-75.0819053	61.78
ANT-Land_1999		4.5376945	-75.0819702	61.78
ANT-Land_1999		4.5380490	-75.0820352	61.77
ANT-Land_1999		4.5384036	-75.0821002	61.77
ANT-Land_1999		4.5387581	-75.0821651	61.76
ANT-Land_1999		4.5391126	-75.0822301	61.76
ANT-Land_1999		4.5394672	-75.0822950	61.75
ANT-Land_1999		4.5398217	-75.0823600	61.75
ANT-Land_1999		4.5401762	-75.0824249	61.75
ANT-Land_1999		4.5405307	-75.0824899	61.74
ANT-Land_1999		4.5408853	-75.0825548	61.74
ANT-Land_1999		4.5412398	-75.0826198	61.73
ANT-Land_1999		4.5415943	-75.0826847	61.73
ANT-Land_1999		4.5419489	-75.0827497	61.73
ANT-Land_1999		4.5423034	-75.0828146	61.72
ANT-Land_1999		4.5426579	-75.0828796	61.72
ANT-Land_1999		4.5430124	-75.0829445	61.71
ANT-Land_1999		4.5433670	-75.0830095	61.71
ANT-Land_1999		4.5437215	-75.0830744	61.71
ANT-Land_1999		4.5440760	-75.0831394	61.70
ANT-Land_1999		4.5444306	-75.0832043	61.70
ANT-Land_1999		4.5447851	-75.0832693	61.69
ANT-Land_1999		4.5451396	-75.0833342	61.69
ANT-Land_1999		4.5454941	-75.0833992	61.69
ANT-Land_1999		4.5458487	-75.0834641	61.68
ANT-Land_1999		4.5462032	-75.0835291	61.68
ANT-Land_1999		4.5465577	-75.0835940	61.67
ANT-Land_1999		4.5469123	-75.0836590	61.67
ANT-Land_1999		4.5472668	-75.0837239	61.67
ANT-Land_1999		4.5476213	-75.0837889	61.66
ANT-Land_1999		4.5479758	-75.0838538	61.66
ANT-Land_1999		4.5483304	-75.0839188	61.65
ANT-Land_1999		4.5486849	-75.0839838	61.65
ANT-Land_1999		4.5490394	-75.0840487	61.65
ANT-Land_1999		4.5493940	-75.0841137	61.64
ANT-Land_1999		4.5497485	-75.0841786	61.64
ANT-Land_1999		4.5501030	-75.0842435	61.63
ANT-Land_1999		4.5504575	-75.0843085	61.63
ANT-Land_1999		4.5508121	-75.0843735	61.63
ANT-Land_1999		4.5511666	-75.0844384	61.62
ANT-Land_1999		4.5515211	-75.0845034	61.62
ANT-Land_1999		4.5518757	-75.0845683	61.41
ANT-Land_1999		4.5522302	-75.0846333	61.60
ANT-Land_1999		4.5525847	-75.0846982	61.51
ANT-Land_1999		4.5529392	-75.0847632	61.48
ANT-Land_1999		4.5532938	-75.0848281	61.69
ANT-Land_1999		4.5536483	-75.0848931	61.60
ANT-Land_1999		4.5540028	-75.0849580	61.61
ANT-Land_1999		4.5543574	-75.0850230	61.69
ANT-Land_1999		4.5547119	-75.0850879	61.72
ANT-Land_1999		4.5550664	-75.0851529	61.68
ANT-Land_1999		4.5554209	-75.0852178	61.61
ANT-Land_1999		4.5557755	-75.0852828	61.96
ANT-Land_1999		4.5561300	-75.0853477	61.98
ANT-Land_1999		4.5564845	-75.0854127	62.04
ANT-Land_1999		4.5568391	-75.0854776	61.85
ANT-Land_1999		4.5571936	-75.0855426	61.88
ANT-Land_1999		4.5575481	-75.0856075	62.52
ANT-Land_1999		4.5579026	-75.0856725	62.15
ANT-Land_1999		4.5582572	-75.0857374	61.86
ANT-Land_1999		4.5586117	-75.0858024	62.00
ANT-Land_1999		4.5589662	-75.0858673	62.21
ANT-Land_1999		4.5593208	-75.0859323	62.42
ANT-Land_1999		4.5596753	-75.0859972	62.30
ANT-Land_1999		4.5600298	-75.0860622	62.56
ANT-Land_1999		4.5603843	-75.0861271	62.70
ANT-Land_1999		4.5607389	-75.0861921	62.42
ANT-Land_1999		4.5610934	-75.0862571	62.61
ANT-Land_1999		4.5614479	-75.0863220	62.58
ANT-Land_1999		4.5618025	-75.0863870	62.81
ANT-Land_1999		4.5621570	-75.0864519	62.70
ANT-Land_1999		4.5625115	-75.0865168	62.72
ANT-Land_1999		4.5628660	-75.0865818	62.74
ANT-Land_1999		4.5632206	-75.0866468	62.97
ANT-Land_1999		4.5635751	-75.0867117	62.99
ANT-Land_1999		4.5639296	-75.0867767	62.99
ANT-Land_1999		4.5642842	-75.0868416	63.01
ANT-Land_1999		4.5646387	-75.0869066	62.93
ANT-Land_1999		4.5649932	-75.0869715	63.31
ANT-Land_1999		4.5653477	-75.0870365	63.38
ANT-Land_1999		4.5657023	-75.0871014	63.18
ANT-Land_1999		4.5660568	-75.0871664	63.14
ANT-Land_1999		4.5664113	-75.0872313	63.32
ANT-Land_1999		4.5667659	-75.0872963	63.50
ANT-Land_1999		4.5671204	-75.0873612	63.42
ANT-Land_1999		4.5674749	-75.0874262	63.68
ANT-Land_1999		4.5678294	-75.0874911	63.56
ANT-Land_1999		4.5681840	-75.0875561	63.51
ANT-Land_1999		4.5685385	-75.0876210	63.53
ANT-Land_1999		4.5688930	-75.0876860	63.78
ANT-Land_1999		4.5692476	-75.0877509	63.73
ANT-Land_1999		4.5696021	-75.0878159	63.77
ANT-Land_1999		4.5699566	-75.0878808	63.75
ANT-Land_1999		4.5703111	-75.0879458	63.76
ANT-Land_1999		4.5706657	-75.0880107	63.78
ANT-Land_1999		4.5710202	-75.0880757	63.71
ANT-Land_1999		4.5713747	-75.0881406	63.90
ANT-Land_1999		4.5717293	-75.0882056	63.97
ANT-Land_1999		4.5720838	-75.0882705	64.17
ANT-Land_1999		4.5724383	-75.0883355	64.17
ANT-Land_1999		4.5727928	-75.0884004	64.02
ANT-Land_1999		4.5731474	-75.0884654	64.05
ANT-Land_1999		4.5735019	-75.0885303	64.12
ANT-Land_1999		4.5738564	-75.0885953	64.29
ANT-Land_1999		4.5742110	-75.0886603	64.28
ANT-Land_1999		4.5745655	-75.0887252	64.42
ANT-Land_1999		4.5749200	-75.0887902	64.30
ANT-Land_1999		4.5752745	-75.0888551	64.34
ANT-Land_1999		4.5756291	-75.0889201	64.05
ANT-Land_1999		4.5759836	-75.0889850	64.15
ANT-Land_1999		4.5763381	-75.0890500	64.34
ANT-Land_1999		4.5766927	-75.0891149	64.55
ANT-Land_1999		4.5770472	-75.0891799	64.68
ANT-Land_1999		4.5774017	-75.0892448	64.55
ANT-Land_1999		4.5777562	-75.0893098	64.57
ANT-Land_1999		4.5781108	-75.0893747	64.55
ANT-Land_1999		4.5784653	-75.0894397	64.95
ANT-Land_1999		4.5788198	-75.0895046	64.78
ANT-Land_1999		4.5791744	-75.0895696	65.04
ANT-Land_1999		4.5795289	-75.0896345	64.81
ANT-Land_1999		4.5798834	-75.0896995	64.94
ANT-Land_1999		4.5802379	-75.0897644	65.02
ANT-Land_1999		4.5805925	-75.0898294	65.00
ANT-Land_1999		4.5809470	-75.0898943	65.03
ANT-Land_1999		4.5813015	-75.0899593	65.10
ANT-Land_1999		4.5816561	-75.0900242	64.97
ANT-Land_1999		4.5820106	-75.0900892	65.46
ANT-Land_1999		4.5823651	-75.0901541	65.51
ANT-Land_1999		4.5827196	-75.0902191	65.52
ANT-Land_1999		4.5830742	-75.0902840	65.49
ANT-Land_1999		4.5834287	-75.0903490	65.67
ANT-Land_1999		4.5837832	-75.0904139	65.54
ANT-Land_1999		4.5841378	-75.0904789	65.51
ANT-Land_1999		4.5844923	-75.0905439	65.59
ANT-Land_1999		4.5848468	-75.0906088	65.80
ANT-Land_1999		4.5852013	-75.0906737	65.91
ANT-Land_1999		4.5855559	-75.0907387	65.73
ANT-Land_1999		4.5859104	-75.0908036	65.84
ANT-Land_1999		4.5862649	-75.0908686	66.11
ANT-Land_1999		4.5866195	-75.0909336	66.07
ANT-Land_1999		4.5869740	-75.0909985	65.97
ANT-Land_1999		4.5873285	-75.0910635	65.95
ANT-Land_1999		4.5876830	-75.0911284	65.76
ANT-Land_1999		4.5880376	-75.0911934	65.98
ANT-Land_1999		4.5883921	-75.0912583	66.27
ANT-Land_1999		4.5887466	-75.0913233	66.07
ANT-Land_1999		4.5891012	-75.0913882	65.98
ANT-Land_1999		4.5894557	-75.0914532	65.91
ANT-Land_1999		4.5898102	-75.0915181	65.91
ANT-Land_1999		4.5901647	-75.0915831	65.76
ANT-Land_1999		4.5905193	-75.0916480	65.77
ANT-Land_1999		4.5908738	-75.0917130	66.11
ANT-Land_1999		4.5912283	-75.0917779	65.89
ANT-Land_1999		4.5915829	-75.0918429	66.03
ANT-Land_1999		4.5919374	-75.0919078	65.85
ANT-Land_1999		4.5922919	-75.0919728	65.96
ANT-Land_1999		4.5926464	-75.0920377	66.07
ANT-Land_1999		4.5930010	-75.0921027	65.90
ANT-Land_1999		4.5933555	-75.0921676	65.90
ANT-Land_1999		4.5937100	-75.0922326	65.96
ANT-Land_1999		4.5940646	-75.0922975	65.94
ANT-Land_1999		4.5944191	-75.0923625	66.09
ANT-Land_1999		4.5947736	-75.0924274	66.32
ANT-Land_1999		4.5951281	-75.0924924	66.17
ANT-Land_1999		4.5954827	-75.0925573	66.30
ANT-Land_1999		4.5958372	-75.0926223	66.32
ANT-Land_1999		4.5961917	-75.0926872	66.13
ANT-Land_1999		4.5965463	-75.0927522	66.30
ANT-Land_1999		4.5969008	-75.0928172	66.14
ANT-Land_1999		4.5972553	-75.0928821	66.22
ANT-Land_1999		4.5976098	-75.0929471	66.44
ANT-Land_1999		4.5979644	-75.0930120	66.48
ANT-Land_1999		4.5983189	-75.0930769	66.31
ANT-Land_1999		4.5986734	-75.0931419	66.32
ANT-Land_1999		4.5990280	-75.0932069	66.33
ANT-Land_1999		4.5993825	-75.0932718	66.35
ANT-Land_1999		4.5997370	-75.0933368	66.38
ANT-Land_1999		4.6000915	-75.0934017	66.41
ANT-Land_1999		4.6004461	-75.0934667	66.44
ANT-Land_1999		4.6008006	-75.0935316	66.48
ANT-Land_1999		4.6011551	-75.0935966	66.34
ANT-Land_1999		4.6015097	-75.0936615	66.48
ANT-Land_1999		4.6018642	-75.0937265	66.38
ANT-Land_1999		4.6022187	-75.0937914	66.33
ANT-Land_1999		4.6025732	-75.0938564	66.31
ANT-Land_1999		4.6029278	-75.0939213	66.32
ANT-Land_1999		4.6032823	-75.0939863	66.32
ANT-Land_1999		4.6036368	-75.0940512	66.28
ANT-Land_1999		4.6039914	-75.0941162	66.65
ANT-Land_1999		4.6043459	-75.0941811	66.53
ANT-Land_1999		4.6047004	-75.0942461	66.35
ANT-Land_1999		4.6050549	-75.0943110	66.34
ANT-Land_1999		4.6054095	-75.0943760	66.34
ANT-Land_1999		4.6057640	-75.0944409	66.35
ANT-Land_1999		4.6061185	-75.0945059	66.21
ANT-Land_1999		4.6064731	-75.0945708	66.25
ANT-Land_1999		4.6068276	-75.0946358	66.21
ANT-Land_1999		4.6071821	-75.0947007	66.20
ANT-Land_1999		4.6075366	-75.0947657	66.40
ANT-Land_1999		4.6078912	-75.0948306	66.28
ANT-Land_1999		4.6082457	-75.0948956	66.26
ANT-Land_1999		4.6086002	-75.0949605	66.42
ANT-Land_1999		4.6089548	-75.0950255	66.29
ANT-Land_1999		4.6093093	-75.0950905	66.36
ANT-Land_1999		4.6096638	-75.0951554	66.29
ANT-Land_1999		4.6100183	-75.0952204	66.25
ANT-Land_1999		4.6103729	-75.0952853	66.30
ANT-Land_1999		4.6107274	-75.0953502	66.26
ANT-Land_1999		4.6110819	-75.0954152	66.23
ANT-Land_1999		4.6114365	-75.0954802	66.31
ANT-Land_1999		4.6117910	-75.0955451	66.11
ANT-Land_1999		4.6121455	-75.0956101	66.26
ANT-Land_1999		4.6125000	-75.0956750	66.50
ANT-Land_1999		4.6128546	-75.0957400	66.51
ANT-Land_1999		4.6132091	-75.0958049	66.34
ANT-Land_1999		4.6135636	-75.0958699	66.35
ANT-Land_1999		4.6139182	-75.0959348	66.17
ANT-Land_1999		4.6142727	-75.0959998	66.11
ANT-Land_1999		4.6146272	-75.0960647	66.23
ANT-Land_1999		4.6149817	-75.0961297	66.32
ANT-Land_1999		4.6153363	-75.0961946	66.15
ANT-Land_1999		4.6156908	-75.0962596	66.20
ANT-Land_1999		4.6160453	-75.0963245	66.09
ANT-Land_1999		4.6163999	-75.0963895	66.19
ANT-Land_1999		4.6167544	-75.0964544	66.14
ANT-Land_1999		4.6171089	-75.0965194	66.26
ANT-Land_1999		4.6174634	-75.0965843	66.28
ANT-Land_1999		4.6178180	-75.0966493	66.52
ANT-Land_1999		4.6181725	-75.0967142	66.35
ANT-Land_1999		4.6185270	-75.0967792	66.28
ANT-Land_1999		4.6188816	-75.0968441	66.29
ANT-Land_1999		4.6192361	-75.0969091	66.29
ANT-Land_1999		4.6195906	-75.0969740	66.34
ANT-Land_1999		4.6199451	-75.0970390	66.20
ANT-Land_1999		4.6202997	-75.0971039	66.42
ANT-Land_1999		4.6206542	-75.0971689	66.20
ANT-Land_1999		4.6210087	-75.0972338	66.28
ANT-Land_1999		4.6213633	-75.0972988	66.41
ANT-Land_1999		4.6217178	-75.0973637	66.46
ANT-Land_1999		4.6220723	-75.0974287	66.34
ANT-Land_1999		4.6224268	-75.0974937	66.47
ANT-Land_1999		4.6227814	-75.0975586	66.35
ANT-Land_1999		4.6231359	-75.0976236	66.31
ANT-Land_1999		4.6234904	-75.0976885	66.30
ANT-Land_1999		4.6238450	-75.0977535	66.43
ANT-Land_1999		4.6241995	-75.0978184	66.26
ANT-Land_1999		4.6245540	-75.0978834	66.64
ANT-Land_1999		4.6249085	-75.0979483	66.45
ANT-Land_1999		4.6252631	-75.0980133	66.58
ANT-Land_1999		4.6256176	-75.0980782	66.36
ANT-Land_1999		4.6259721	-75.0981432	66.42
ANT-Land_1999		4.6263267	-75.0982081	66.61
ANT-Land_1999		4.6266812	-75.0982731	66.68
ANT-Land_1999		4.6270357	-75.0983380	66.54
ANT-Land_1999		4.6273902	-75.0984030	66.32
ANT-Land_1999		4.6277448	-75.0984679	66.46
ANT-Land_1999		4.6280993	-75.0985329	66.41
ANT-Land_1999		4.6284538	-75.0985978	66.36
ANT-Land_1999		4.6288084	-75.0986628	66.37
ANT-Land_1999		4.6291629	-75.0987277	66.37
ANT-Land_1999		4.6295174	-75.0987927	66.50
ANT-Land_1999		4.6298719	-75.0988576	66.58
ANT-Land_1999		4.6302265	-75.0989226	66.44
ANT-Land_1999		4.6305810	-75.0989875	66.65
ANT-Land_1999		4.6309355	-75.0990525	66.77
ANT-Land_1999		4.6312901	-75.0991174	66.53
ANT-Land_1999		4.6316446	-75.0991824	67.06
ANT-Land_1999		4.6319991	-75.0992473	67.11
ANT-Land_1999		4.6323536	-75.0993123	67.07
ANT-Land_1999		4.6327082	-75.0993773	67.28
ANT-Land_1999		4.6330627	-75.0994422	67.21
ANT-Land_1999		4.6334172	-75.0995071	67.24
ANT-Land_1999		4.6337718	-75.0995721	67.58
ANT-Land_1999		4.6341263	-75.0996370	67.34
ANT-Land_1999		4.6344808	-75.0997020	67.48
ANT-Land_1999		4.6348353	-75.0997670	67.39
ANT-Land_1999		4.6351899	-75.0998319	67.48
ANT-Land_1999		4.6355444	-75.0998969	67.63
ANT-Land_1999		4.6358989	-75.0999618	67.66
ANT-Land_1999		4.6362535	-75.1000268	67.89
ANT-Land_1999		4.6366080	-75.1000917	67.64
ANT-Land_1999		4.6369625	-75.1001567	67.55
ANT-Land_1999		4.6373170	-75.1002216	68.39
ANT-Land_1999		4.6376716	-75.1002866	67.79
ANT-Land_1999		4.6380261	-75.1003515	67.71
ANT-Land_1999		4.6383806	-75.1004165	68.21
ANT-Land_1999		4.6387352	-75.1004814	67.86
ANT-Land_1999		4.6390897	-75.1005464	68.08
ANT-Land_1999		4.6394442	-75.1006113	68.23
ANT-Land_1999		4.6397987	-75.1006763	68.25
ANT-Land_1999		4.6401533	-75.1007412	68.15
ANT-Land_1999		4.6405078	-75.1008062	68.18
ANT-Land_1999		4.6408623	-75.1008711	68.39
ANT-Land_1999		4.6412169	-75.1009361	68.34
ANT-Land_1999		4.6415714	-75.1010010	68.39
ANT-Land_1999		4.6419259	-75.1010660	68.34
ANT-Land_1999		4.6422804	-75.1011309	68.49
ANT-Land_1999		4.6426350	-75.1011959	68.32
ANT-Land_1999		4.6429895	-75.1012608	68.74
ANT-Land_1999		4.6433440	-75.1013258	68.58
ANT-Land_1999		4.6436986	-75.1013907	68.79
ANT-Land_1999		4.6440531	-75.1014557	68.90
ANT-Land_1999		4.6444076	-75.1015206	68.83
ANT-Land_1999		4.6447621	-75.1015856	68.66
ANT-Land_1999		4.6451167	-75.1016506	68.78
ANT-Land_1999		4.6454712	-75.1017155	68.68
ANT-Land_1999		4.6458257	-75.1017805	69.12
ANT-Land_1999		4.6461803	-75.1018454	69.12
ANT-Land_1999		4.6465348	-75.1019103	69.03
ANT-Land_1999		4.6468893	-75.1019753	69.25
ANT-Land_1999		4.6472438	-75.1020403	69.42
ANT-Land_1999		4.6475984	-75.1021052	69.21
ANT-Land_1999		4.6479529	-75.1021702	69.18
ANT-Land_1999		4.6483074	-75.1022351	69.36
ANT-Land_1999		4.6486620	-75.1023001	69.38
ANT-Land_1999		4.6490165	-75.1023650	69.54
ANT-Land_1999		4.6493710	-75.1024300	69.67
ANT-Land_1999		4.6497256	-75.1024949	69.80
ANT-Land_1999		4.6500801	-75.1025599	69.93
ANT-Land_1999		4.6504346	-75.1026248	70.41
ANT-Land_1999		4.6507891	-75.1026898	69.77
ANT-Land_1999		4.6511437	-75.1027547	70.33
ANT-Land_1999		4.6514982	-75.1028197	70.11
ANT-Land_1999		4.6518527	-75.1028846	70.25
ANT-Land_1999		4.6522073	-75.1029496	70.33
ANT-Land_1999		4.6525618	-75.1030145	70.38
ANT-Land_1999		4.6529163	-75.1030795	70.80
ANT-Land_1999		4.6532708	-75.1031444	70.66
ANT-Land_1999		4.6536254	-75.1032094	70.74
ANT-Land_1999		4.6539799	-75.1032743	70.79
ANT-Land_1999		4.6543344	-75.1033393	70.77
ANT-Land_1999		4.6546889	-75.1034042	70.93
ANT-Land_1999		4.6550435	-75.1034692	70.95
ANT-Land_1999		4.6553980	-75.1035341	70.72
ANT-Land_1999		4.6557525	-75.1035991	70.86
ANT-Land_1999		4.6561071	-75.1036640	71.10
ANT-Land_1999		4.6564616	-75.1037290	71.10
ANT-Land_1999		4.6568161	-75.1037939	71.12
ANT-Land_1999		4.6571707	-75.1038589	71.29
ANT-Land_1999		4.6575252	-75.1039239	71.37
ANT-Land_1999		4.6578797	-75.1039888	71.12
ANT-Land_1999		4.6582342	-75.1040538	71.12
ANT-Land_1999		4.6585888	-75.1041187	71.44
ANT-Land_1999		4.6589433	-75.1041836	71.34
ANT-Land_1999		4.6592978	-75.1042486	71.67
ANT-Land_1999		4.6596523	-75.1043136	71.11
ANT-Land_1999		4.6600069	-75.1043785	71.64
ANT-Land_1999		4.6603614	-75.1044435	71.69
ANT-Land_1999		4.6607159	-75.1045084	71.73
ANT-Land_1999		4.6610705	-75.1045734	71.76
ANT-Land_1999		4.6614250	-75.1046383	71.82
ANT-Land_1999		4.6617795	-75.1047033	72.07
ANT-Land_1999		4.6621341	-75.1047682	72.33
ANT-Land_1999		4.6624886	-75.1048332	72.19
ANT-Land_1999		4.6628431	-75.1048981	72.61
ANT-Land_1999		4.6631976	-75.1049631	72.62
ANT-Land_1999		4.6635522	-75.1050280	72.62
ANT-Land_1999		4.6639067	-75.1050930	72.67
ANT-Land_1999		4.6642612	-75.1051579	72.64
ANT-Land_1999		4.6646158	-75.1052229	72.98
